beer_name,beer_style,brewery_name,review_overall,review_aroma,review_palate,review_taste,average_review
St. Nick's Weizenbock,Weizenbock,Sweetwater Tavern & Brewery,2.0,2.0,2.0,1.5,1.875
Solodov Svetloye,Euro Pale Lager,Solodov-Pivo Co.,2.0,1.5,2.0,2.0,1.875
Passover Honey Beer,Herbed / Spiced Beer,Ramapo Valley Brewery,1.5,2.0,2.0,2.0,1.875
Stack High Gravity Lager,American Malt Liquor,United Brands Company,2.0,2.5,1.0,2.0,1.875
Pats Lite,Light Lager,The Tap Brewing Co. & Eatery Inc.,2.0,2.0,2.0,1.5,1.875
Haerlemsch Herfst-Bock,Bock,Haerlemsche Bierbrouwerij B.V.,1.5,2.0,2.0,2.0,1.875
Kaiser Pils,German Pilsener,Kaiser Bräu GmbH & Co KG,3.0,1.5,1.5,1.5,1.875
Libra Mais,Euro Pale Lager,Artebirraia,1.5,2.0,2.0,2.0,1.875
Tallgrass Wheat,Witbier,Tallgrass Brewing Company,2.0,2.0,2.0,1.5,1.875
Rauch,Rauchbier,Valkyrie Brewing,2.0,1.5,2.0,2.0,1.875
Lhasa Beer (China),American Adjunct Lager,Tibet Lhasa Brewery Co.,3.0,1.0,2.0,1.5,1.875
O'Fallon Spring Ale,American Pale Ale (APA),O'Fallon Brewery,2.0,2.0,2.0,1.5,1.875
Grain D'Orge Cuvée 1898,Bière de Garde,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),1.5,2.0,2.0,2.0,1.875
Belgian Brown Bier,Belgian Dark Ale,Grand Rapids Brewing Co,2.0,2.0,1.5,2.0,1.875
Regional Light,Light Lager,C.A. Cerveceria Regional,2.0,1.5,2.0,2.0,1.875
Amnesia Brown,American Brown Ale,Amnesia Brewing,2.0,2.0,1.5,2.0,1.875
Fat Dragon,English Strong Ale,Cropton Brewery,2.0,2.0,1.5,2.0,1.875
Honeymoon Wheat,American Pale Wheat Ale,Coeur d'Alene Brewing Co.,2.0,2.0,2.0,1.5,1.875
Starkenberger Tiroler Märzen,Märzen / Oktoberfest,Brauerei Schloss Starkenberg,1.5,1.0,2.0,3.0,1.875
Dundee India Pale Ale,American IPA,Genesee Brewing Co. / Dundee Brewing Co.,2.0,1.5,2.0,2.0,1.875
Red Rock Vienna Lager,Vienna Lager,Red Rock Brewing Company,1.5,2.5,2.5,1.0,1.875
Motorino Ale,American Pale Ale (APA),Argus Brewery,1.5,1.0,3.0,2.0,1.875
Hell Gate Golden Ale,Belgian Pale Ale,The Blind Bat Brewery LLC,2.0,2.0,1.0,2.5,1.875
Dopple Weizen,Weizenbock,San Francisco Brewing Company,2.0,2.0,2.0,1.5,1.875
Babe's Classic Golden Ale,American Blonde Ale,Babe's Bar-B-Que And Brewery,1.0,1.5,3.5,1.5,1.875
3 Coins Malt Lager,American Adjunct Lager,McCallum Brewery,1.5,2.0,2.5,1.5,1.875
Golding's Session Ale,English Dark Mild Ale,Thirsty Dog Brewing Company,2.0,1.5,2.0,2.0,1.875
Lime Twist,Fruit / Vegetable Beer,Valkyrie Brewing,1.0,2.0,3.0,1.5,1.875
Wisnia W Piwie,Fruit / Vegetable Beer,Browar Kormoran,1.5,3.0,1.5,1.5,1.875
Terracotta,Belgian Strong Pale Ale,Brouwerij Smisje,1.5,2.5,1.5,2.0,1.875
Arriva,Euro Pale Lager,Rogan Brewery,1.5,2.0,2.0,2.0,1.875
Tun Tavern Famous Tun Lite,Cream Ale,Tun Tavern,2.0,1.5,2.0,2.0,1.875
Fiend Red Rye Ale,Rye Beer,Indigo Imp Brewery,2.0,2.5,1.5,1.5,1.875
Indian Red Head,American Amber / Red Ale,Catawba Valley Brewing Company,2.0,2.0,1.0,2.5,1.875
Belzebuth,Belgian Strong Pale Ale,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),1.5,2.0,2.0,2.0,1.875
Open Pit Porter,American Porter,Quarry Brewing Company,1.5,2.5,2.0,1.5,1.875
"Olvi Sandels 4,7%",American Adjunct Lager,Olvi Oyj,2.0,2.0,1.5,2.0,1.875
R&#299;gas Alus Ori&#291;in&#257;lais (Riga Original Beer),Euro Pale Lager,Bruveris - SIA Alus Tirdzniecibas Grupa,1.5,2.0,2.0,2.0,1.875
Red Light Honey Wheat,American Amber / Red Lager,Wallace Brewing / Orehouse Tasting Room,1.5,2.0,2.0,2.0,1.875
Monte Carlo Raspberry Wheat,Fruit / Vegetable Beer,Monte Carlo Casino Pub & Brewery,2.0,2.0,1.5,2.0,1.875
Otto Bruckman Bavarian Bock,Bock,Old European Brewing Company,2.0,2.0,1.5,2.0,1.875
Metolius Damsel Blonde Ale,American Blonde Ale,Portland Brewing Company,2.0,2.0,1.0,2.5,1.875
Torra Blonde à L'Arbouse,Herbed / Spiced Beer,Brasserie Duyck,2.0,2.0,1.5,2.0,1.875
Glenbar Organic Lager,Euro Pale Lager,Glenbar Malting,1.5,1.5,3.0,1.5,1.875
Melbourne Bitter,American Adjunct Lager,"Carlton & United Breweries, Ltd.",2.0,1.5,2.0,2.0,1.875
Henry Weinhard's Dark,American Amber / Red Lager,Blitz-Weinhard Brewing Co.,2.5,2.0,1.5,1.5,1.875
Engel Tyrolian Bräu WRONG BREWERY SEE SCHWABISCH GMUND,Vienna Lager,,2.0,2.5,1.5,1.5,1.875
Vlad's Double Oatmeal Stout,Oatmeal Stout,Back Street Brewery,1.5,2.0,3.0,1.0,1.875
Red Rocker,American Amber / Red Ale,Chicago Brewing Company,1.5,3.0,2.0,1.0,1.875
Dremmwel Blonde,Belgian Pale Ale,Brasserie Artisanale Du Trégor,2.0,1.5,2.0,2.0,1.875
Abbaye Saint Paul De Wisques Abdijbier,Belgian Pale Ale,Brasserie De Saint Omer,2.0,2.0,2.0,1.5,1.875
Blueberry Wheat Ale,Fruit / Vegetable Beer,Federal Jack's Restaurant & Brew Pub,2.5,1.0,2.0,2.0,1.875
Motor City Motown Lager,Czech Pilsener,Motor City Brewing Works,1.5,2.0,2.0,2.0,1.875
Ozujsko Strong,Euro Strong Lager,Zagrebaèka Pivovara D.d.,1.5,2.0,2.5,1.5,1.875
Molson Ice,American Adjunct Lager,Molson Coors Canada,2.0,1.5,2.0,2.0,1.875
Braustolz Kappler Festbier,German Pilsener,Braustolz GmbH,1.5,2.0,2.0,2.0,1.875
Old Kingdom,English Bitter,Iceni Brewery,1.5,2.0,2.0,2.0,1.875
Tesco Bière Blonde,Euro Pale Lager,Brasserie De Saint Omer,2.0,1.5,2.0,2.0,1.875
Mr Natural,Low Alcohol Beer,Wig And Pen,1.5,2.0,2.0,2.0,1.875
Sol Limón Y Sal,American Adjunct Lager,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1.5,2.0,1.5,2.5,1.875
Ekstra Castle Ale,Czech Pilsener,Gubernija Brewery,2.0,2.0,1.5,2.0,1.875
Camo Silver ICE,American Malt Liquor,Camo Brewing Company,1.5,2.5,2.0,1.5,1.875
Barbeau L'Audacieuse,American Pale Ale (APA),Broue Chope,2.0,1.5,2.0,2.0,1.875
Classic Bitter,English Bitter,J. Boag & Son Brewing,1.5,2.0,2.5,1.5,1.875
Harrison's Red,American Amber / Red Ale,Harrison's Brewery and Restaurant,1.5,3.5,1.5,1.0,1.875
Camo Black Ice,American Malt Liquor,Camo Brewing Company,2.0,1.5,2.0,2.0,1.875
Grumpy Tonk's Green Death,English Bitter,Lovely Valley Beverage Factory,1.5,2.5,2.0,1.5,1.875
Dude,American Adjunct Lager,Pacific Western Brewing Company,1.5,2.0,2.0,2.0,1.875
Dogo Stout,English Stout,"Minakuchi Shuzo, K.K.",1.5,2.0,2.0,2.0,1.875
Batemans Marie Celeste,Hefeweizen,George Bateman and Son Ltd. / Batemans Brewery,1.5,2.5,2.0,1.5,1.875
Hell Hound Brown,American Brown Ale,Cosmic Ales,2.0,2.0,2.0,1.5,1.875
Thunder Horse Nitro Stout,Foreign / Export Stout,Tustin Brewing Company,1.5,1.5,2.5,2.0,1.875
Otro Mundo Nut Brown Ale,English Brown Ale,Otro Mundo Brewing Company,1.5,2.0,2.5,1.5,1.875
Belle Vue Kriek,Lambic - Fruit,Brasserie Belle-Vue,1.5,1.5,3.0,1.5,1.875
Buzzards Bay Altbier,Altbier,Buzzards Bay Brewing,2.0,2.0,1.5,2.0,1.875
Big Beaver Brown Ale,American Brown Ale,Illinois Brewing Company,2.0,1.0,2.5,2.0,1.875
Red Horse Ale,American Amber / Red Ale,Sacramento Brewing Company's Oasis,1.5,2.0,2.5,1.5,1.875
Union,Euro Pale Lager,Pivovarna Union,2.0,2.0,1.5,2.0,1.875
Wit Belgium White Beer,Witbier,Tampa Bay Brewing Co.,1.5,2.0,2.0,2.0,1.875
Grans Bright Beer,Euro Pale Lager,Grans Bryggeri AS,2.0,2.0,1.5,2.0,1.875
Sterling Premium,Euro Pale Lager,Auchan Production,2.0,2.0,2.0,1.5,1.875
Fruitesse Framboos-Framboise,Fruit / Vegetable Beer,Brouwerij Liefmans,2.0,1.5,2.0,2.0,1.875
Castle Lager,American Adjunct Lager,South African Breweries plc,2.5,1.5,2.0,1.5,1.875
Pabst Blue Ribbon Ice,American Adjunct Lager,Pabst Brewing Company,2.5,2.0,2.0,1.0,1.875
HB Blonde,American Blonde Ale,Huntington Beach Beer Company,1.5,2.0,2.0,2.0,1.875
Silver Lager,American Adjunct Lager,Minhas Craft Brewery,2.0,2.0,2.0,1.5,1.875
Lake Louie Warped Speed Scotch Ale,Scotch Ale / Wee Heavy,Lake Louie Brewery Company,2.0,2.0,1.5,2.0,1.875
Clausthaler Radler,Low Alcohol Beer,Binding-Brauerei AG,2.0,1.5,2.5,1.5,1.875
XXXX Bitter,American Adjunct Lager,Castlemaine Perkins,2.0,1.5,2.0,2.0,1.875
He'Brew Bittersweet Lenny's R.I.P.A. - Barrel-Aged,American Strong Ale,Shmaltz Brewing Company,1.0,2.0,2.0,2.5,1.875
Åbro Sjukommatvåan,Euro Strong Lager,Åbro Bryggeri,2.0,1.5,2.0,2.0,1.875
Smashin' Berry Dark,Fruit / Vegetable Beer,Hoppin' Frog Brewery,2.0,2.5,1.0,2.0,1.875
Ice Beer,Euro Pale Lager,Aldaris,2.5,1.5,2.0,1.5,1.875
Shor Fox Red Beer,American Amber / Red Lager,Gunn Island BrewBar,2.0,2.0,1.5,2.0,1.875
Tsingtao Draft Beer,Light Lager,"Tsingtao Brewery Co., Ltd.",2.0,2.0,1.5,2.0,1.875
Ambar Especial,American Adjunct Lager,La Zaragozana S.A.,1.5,2.0,2.0,2.0,1.875
Sea Of Hands,American IPA,Oakland Brewing Company,1.5,2.0,2.0,2.0,1.875
Imperial Pale,American Pale Ale (APA),Engine House No.9,1.5,2.0,2.5,1.5,1.875
Sommaröl (2006),Euro Pale Lager,Åbro Bryggeri,2.0,2.0,2.0,1.5,1.875
Amalgamated IPA,English India Pale Ale (IPA),The Stable,2.0,2.0,2.0,1.5,1.875
Derbes Strong,Euro Strong Lager,"TOO Kompaniya Ak-Nar (""Derbes"")",1.5,2.0,2.0,2.0,1.875
Caulier Sugar Free,American Pale Lager,Brasserie Caulier,3.0,2.5,1.0,1.0,1.875
Old Skool,English Bitter,Eastwood The Brewer (John Eastwood),1.5,2.0,2.0,2.0,1.875
Nuthouse Brown,American Brown Ale,Gallaghers' U-Brew,2.0,1.5,2.0,2.0,1.875
Holiday Trappist Style Ale,Belgian Strong Pale Ale,Pacific Coast Brewing Company,1.5,2.0,1.0,3.0,1.875
Scratch Beer 3 - 2007,Tripel,Tröegs Brewing Company,2.0,2.0,2.0,1.5,1.875
Zhujiang Beer,Japanese Rice Lager,Guangzhou Zhujiang Brewery Co. Ltd.,2.0,2.0,1.5,2.0,1.875
St. Bruno,Dubbel,Micro-Brasserie Breughel,1.5,2.5,2.0,1.5,1.875
Milwaukee Premium Brewing Company Classic Lager,American Adjunct Lager,"City Brewing Company, LLC",1.5,1.5,3.0,1.5,1.875
Union Radler Lemon,Fruit / Vegetable Beer,Pivovarna Union,2.0,1.5,2.0,2.0,1.875
The Swan On The Portside,English Bitter,"Swan On The Green, The",1.5,2.0,2.0,2.0,1.875
Grunn Goudhaantje,Kölsch,Groningse Stadsbrouwerij,1.5,2.0,2.0,2.0,1.875
Black River Stout,Oatmeal Stout,Quay Street Brewing Company,2.0,2.5,1.5,1.5,1.875
Moosehead Dry Ice,American Adjunct Lager,Moosehead Breweries Ltd.,2.0,1.5,2.0,2.0,1.875
Jingle Ale,American Pale Ale (APA),Blue Star Brewing Company,1.0,2.0,3.0,1.5,1.875
Get Your Hops Off,English Pale Ale,Great Dane Pub & Brewing Company (Downtown),2.0,1.5,2.0,2.0,1.875
Kick Axe Malt Liquor,American Malt Liquor,Minhas Craft Brewery,1.0,3.0,2.5,1.0,1.875
Spelty,Low Alcohol Beer,Moulin Des Moines,1.0,1.5,3.5,1.5,1.875
Alpine Gold,American Blonde Ale,Tied House Cafe & Brewery,2.0,2.0,1.0,2.5,1.875
Abt Andreas Traditionstrunk,Munich Dunkel Lager,Hösl & Co. Brauhaus GmbH,2.0,1.5,2.0,2.0,1.875
Benediction Ale,Dubbel,Ben Middlemiss Brewing,2.0,2.0,1.5,2.0,1.875
Powdercat Porter,English Porter,Mahogany Ridge Brewery & Grill,2.0,2.0,1.5,2.0,1.875
Bios Hop & Mout,Low Alcohol Beer,Brouwerij Van Steenberge N.V.,1.5,2.5,2.0,1.5,1.875
Molson Ex Light,American Pale Ale (APA),Molson Coors Canada,1.5,1.5,3.0,1.5,1.875
Honey Brown Lager,American Amber / Red Lager,Formosa Brewing Co.,1.5,2.5,2.0,1.5,1.875
Berkshire Brown Ale,American Brown Ale,Berkshire Brewing Company Inc.,1.0,2.0,3.0,1.5,1.875
Petite Gueuze,Gueuze,Ferme Brasserie Schoune,2.0,2.0,1.5,2.0,1.875
Molson Canadian Cold Shots,American Adjunct Lager,Molson Coors Canada,2.0,1.5,2.0,2.0,1.875
Apin&#299;tis Gaiais Alus (Apinitis Pale Beer),Euro Pale Lager,Aldaris,2.0,2.0,1.5,2.0,1.875
Angry Amber Ale,American Amber / Red Ale,Angry Cedar Brewing Company,1.5,3.0,1.5,1.5,1.875
La Montoise,American Pale Ale (APA),Microbrasserie du Lièvre,1.0,2.0,3.0,1.5,1.875
Heineken Pilsener,German Pilsener,Heineken Nederland B.V.,2.0,1.0,2.0,2.5,1.875
Érable Rouge,American Amber / Red Ale,Ferme Brasserie Schoune,2.0,2.0,2.0,1.5,1.875
Shameful McDale,American Amber / Red Ale,Dale Bros. Brewery,1.5,3.0,1.5,1.5,1.875
Isekadoya Pale Ale,American Pale Ale (APA),Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,2.0,2.0,1.5,2.0,1.875
Poretti Originale Chiara 4 Luppoli,Euro Pale Lager,Carlsberg Italia S.p.A.,2.0,2.0,1.5,2.0,1.875
Efes Light,Light Lager,Anadolu Efes Brewery,2.0,1.5,2.0,2.0,1.875
St.Galler Klosterbräu,Euro Pale Lager,Brauerei Schützengarten AG,2.0,2.0,2.0,1.5,1.875
Yankee Jim Ice Bock,Euro Strong Lager,Big Hole Brewing Company,2.0,2.0,2.0,1.5,1.875
Gusta,Hefeweizen,Anadolu Efes Brewery,2.0,2.0,1.5,2.0,1.875
Golden Rule Belgian Ale,Belgian Pale Ale,Lake Placid Craft Brewing Company,1.5,2.0,3.0,1.0,1.875
"Åbro Småland 3,5%",Czech Pilsener,Åbro Bryggeri,1.5,2.5,2.0,1.5,1.875
Blackbeary Wheat,Fruit / Vegetable Beer,Long Trail Brewing Co.,1.0,2.5,1.5,2.5,1.875
La Rossa Dell'Officina,Euro Dark Lager,Officina Della Birra,1.5,2.0,2.0,2.0,1.875
Puddle Jumper Pale Ale,American Pale Ale (APA),St. Elias Brewing Company,2.5,2.0,1.5,1.5,1.875
Spendrups Bayerskt Lättöl,Vienna Lager,Spendrups Bryggeri AB,2.0,1.5,2.0,2.0,1.875
Vice Weizen,Hefeweizen,Big House Brewing Co.,1.5,1.5,3.0,1.5,1.875
Klinskoye Samurai,Euro Pale Lager,Klinskiy Pivokombinat,2.0,2.0,2.0,1.5,1.875
Hodag Wheat Ale,Hefeweizen,Lead Feather Brewing Company,1.5,2.5,2.0,1.5,1.875
Smoke Creek Rauchbock,Rauchbier,Great Basin Brewing Co.,1.5,3.0,1.5,1.5,1.875
Saint-Denis,Tripel,Brasserie Artisanale Millevertus De Toernich,1.5,2.0,2.0,2.0,1.875
Alt Porter,Herbed / Spiced Beer,The Grey Parrot,2.0,1.5,2.5,1.5,1.875
Lips Of Faith - Pat's Stout,American Stout,New Belgium Brewing,2.0,2.0,2.0,1.5,1.875
La Kamour Double,Witbier,Micro-Brasserie Breughel,1.5,3.0,1.5,1.5,1.875
Hairy Weasel Hefeweizen,American Pale Wheat Ale,Steelhead Brewing Co.,2.0,1.5,2.0,2.0,1.875
Klinskoye Arriva,Euro Pale Lager,Klinskiy Pivokombinat,1.5,2.0,2.0,2.0,1.875
Beijing Beer Original Draft,American Adjunct Lager,Zhongce Beijing Beer Company,2.0,1.5,2.0,2.0,1.875
Balea,Euro Pale Lager,Bere Trei Stejari,2.0,2.0,1.5,2.0,1.875
NACHWIRKUNGEN-FEST,Märzen / Oktoberfest,Hurricane Brewing Company,1.5,2.0,2.5,1.5,1.875
Shenandoah Wit Beer,Witbier,Shenandoah Brewing Co.,1.5,2.0,2.5,1.5,1.875
Goolman Original Gold,Euro Pale Lager,Browar Zwierzyniec - ZP W Lublinie S.A.,2.5,2.0,1.5,1.0,1.75
Plain Dublin Stout,Irish Dry Stout,Messrs Maguire,1.0,2.0,2.5,1.5,1.75
C&#275;su Light,Euro Pale Lager,C&#275;su Alus Darîtava,1.5,2.0,2.5,1.0,1.75
Jacob Rosenberger & Son Germanic Style Dark,Munich Dunkel Lager,Old European Brewing Company,1.5,2.0,1.5,2.0,1.75
Boxer Ice,American Adjunct Lager,Minhas Craft Brewery,1.5,2.0,1.5,2.0,1.75
Tenaya Creek Belgian Triple,Tripel,Tenaya Creek Brewery,1.5,2.0,2.0,1.5,1.75
Nova Scotia Stout,Milk / Sweet Stout,Brouwerij Strubbe,1.5,1.5,3.0,1.0,1.75
D.B. Hobbs Golden Light,Light Lager,"City Brewing Company, LLC",2.0,1.5,1.5,2.0,1.75
Barrel Aged Diablito,Tripel,Hopworks Urban Brewery,1.0,1.5,2.5,2.0,1.75
St. Peters Blonde,American Blonde Ale,St. Peters Brewery (Australia),1.5,1.5,2.0,2.0,1.75
Thunder Canyon Not Your Mother's Witbier,Witbier,Thunder Canyon Brewery,1.5,2.0,2.0,1.5,1.75
Macau Beer,Euro Pale Lager,Macau Beer Company Limited,2.0,2.0,1.0,2.0,1.75
Tuborg Cold Shot 6.5,Euro Strong Lager,Tuborgs Bryggerier A/S,2.0,2.0,1.5,1.5,1.75
Natural Blonde,Euro Pale Lager,"Carlton & United Breweries, Ltd.",3.0,2.0,1.0,1.0,1.75
Greene's Gargolye Amber,American Amber / Red Ale,CB's Brewing Company,2.0,2.0,1.5,1.5,1.75
Efes Dark Brown,Herbed / Spiced Beer,Anadolu Efes Brewery,1.0,2.0,2.0,2.0,1.75
"Pripps Blå Pure 4,8%",Light Lager,Carlsberg Sverige AB,1.5,2.0,1.5,2.0,1.75
Rock Ice Golden Monkey,Fruit / Vegetable Beer,Cerveceria Costa Rica,2.0,2.0,1.5,1.5,1.75
Honey's,American Adjunct Lager,Wallace Brewing / Orehouse Tasting Room,1.0,2.0,2.0,2.0,1.75
South Bass Stout,Oatmeal Stout,Brewery At The Bay / Put-In-Bay Brewing Co.,1.5,2.0,2.0,1.5,1.75
Bollenstreek Ale,American Blonde Ale,Huisbrouwerij Klein Duimpje,1.0,2.0,2.0,2.0,1.75
Midnight Lager,Schwarzbier,Solvang Brewing Company,1.0,2.0,3.0,1.0,1.75
Molson O. V.,American Pale Lager,Molson Coors Canada,1.5,1.5,2.0,2.0,1.75
Alba,Hefeweizen,BABB Srl,2.0,1.5,1.5,2.0,1.75
Salitos,American Adjunct Lager,Krombacher Brauerei,1.5,2.0,1.5,2.0,1.75
Union Smile,Euro Pale Lager,Pivovarna Union,1.5,2.0,1.5,2.0,1.75
Amazon Ale,American Pale Ale (APA),Woolshed Brewery,2.0,1.5,2.0,1.5,1.75
Risingsbo 1856 Lättöl,Euro Pale Lager,Spendrups Bryggeri AB,1.5,1.5,2.0,2.0,1.75
Salitos Mojito,Herbed / Spiced Beer,Krombacher Brauerei,1.5,2.0,1.5,2.0,1.75
Standard Bière Des Rouches,Belgian Pale Ale,Brasserie de l'Abbaye du Val-Dieu,2.0,2.0,1.0,2.0,1.75
Old Knucklehead Imperial Red (Bourbon Barrel Aged),American Amber / Red Ale,Court Avenue Brewing Company,1.0,1.5,2.5,2.0,1.75
Nut Brown Ale,American Brown Ale,Rustic Rail Grill And Brewhouse,2.0,1.5,2.0,1.5,1.75
ESB Pale Ale,Extra Special / Strong Bitter (ESB),The Grey Parrot,1.5,1.5,2.5,1.5,1.75
Polymer Pilsner,Czech Pilsener,Ohio Brewing Company,1.5,1.5,2.5,1.5,1.75
Castle Lite,Light Lager,South African Breweries plc,1.5,2.0,2.0,1.5,1.75
Bootie Light,Light Lager,Bootie Brewing Company,1.5,2.0,2.0,1.5,1.75
Desperados,Euro Pale Lager,Brasserie Fischer / Fischer Biere d' Alsace,2.0,2.0,1.5,1.5,1.75
Prickly RealTail,Fruit / Vegetable Beer,Freetail Brewing Company,1.5,1.0,3.0,1.5,1.75
Skye Ale,English Brown Ale,Cuillin Brewery,2.0,2.5,1.0,1.5,1.75
Independence Rood,American Amber / Red Ale,Independence Brewing Co.,1.5,2.0,2.0,1.5,1.75
Stone Estate-grown Peach Sour,American Wild Ale,Stone Brewing Co.,1.0,1.5,3.0,1.5,1.75
Steam Engine Lager,California Common / Steam Beer,Steamworks Brewing Co.,2.0,1.5,2.0,1.5,1.75
Noël Christmas Weihnacht,Belgian Strong Pale Ale,Brouwerij Verhaeghe,1.5,2.0,2.0,1.5,1.75
Old Devil,English Pale Ale,Wychwood Brewery Company Ltd,1.0,2.5,2.0,1.5,1.75
Sternquell Pils,German Pilsener,Sternquell Brauerei Plauen,2.0,1.5,2.0,1.5,1.75
Wild Rose WRaspberry Ale,Fruit / Vegetable Beer,Wild Rose Brewery & Taproom,2.0,2.0,1.5,1.5,1.75
Mountain Rose Gruit,Scottish Gruit / Ancient Herbed Ale,Oakshire Brewing,1.5,1.0,3.5,1.0,1.75
Trephination,American Double / Imperial IPA,Bushwakker Brewing Company,1.5,3.5,1.0,1.0,1.75
Grand Lager,Light Lager,The Old Mill Brewery Ltd.,1.5,2.0,2.0,1.5,1.75
Jacks Mango Wheat,Fruit / Vegetable Beer,Jack's Brewing Company,1.5,2.0,1.5,2.0,1.75
Éli,American Pale Lager,Brasserie Dunham,1.5,2.0,2.0,1.5,1.75
Steinweizen,Hefeweizen,Hazel Dell Brewpub,2.0,1.0,2.0,2.0,1.75
1814 ESB,Extra Special / Strong Bitter (ESB),Chocolate City Beer,1.5,1.5,2.0,2.0,1.75
Specklebelly's Honey Brown,American Amber / Red Lager,Specklebelly's Brew Pub,2.0,2.0,1.5,1.5,1.75
Kampai,Japanese Rice Lager,Rogan Brewery,2.0,2.0,1.5,1.5,1.75
Ingver Alus Cherry Beer,Fruit / Vegetable Beer,Bruveris - SIA Alus Tirdzniecibas Grupa,1.5,2.0,1.5,2.0,1.75
Kopparbergs Special Brew X-strong,Euro Strong Lager,Kopparbergs Bryggeri AB (Sofiero - Banco - Zeunerts),2.0,1.5,1.5,2.0,1.75
Cornish Buccaneer,English Bitter,Wooden Hand Brewery,1.5,2.0,1.5,2.0,1.75
Pripps Julöl,Vienna Lager,Carlsberg Sverige AB,1.5,2.0,1.5,2.0,1.75
Burning Kilt Scott's Ale,Scottish Ale,Triple J Chophouse And Brew Co,1.0,4.0,1.0,1.0,1.75
Cheryl's Blonde Ale,American Blonde Ale,Bushwakker Brewing Company,1.5,2.5,2.0,1.0,1.75
Sapporo Light Beer,Light Lager,Sapporo Breweries Ltd.,1.5,1.0,3.0,1.5,1.75
Serendipity Sour Ale,American Wild Ale,Uncommon Brewers,1.5,2.0,2.0,1.5,1.75
Auld Humdinger,Scottish Ale,Fox And Hounds / Houston Brewery Company,2.0,1.5,1.5,2.0,1.75
Perfect Storm Double IPA,American Double / Imperial IPA,Oakshire Brewing,2.0,1.0,2.0,2.0,1.75
American Light,Light Lager,Pittsburgh Brewing Co.,2.0,1.0,2.0,2.0,1.75
Spendrups Fifty Fifty,Black & Tan,Spendrups Bryggeri AB,2.0,1.5,1.5,2.0,1.75
Berry Kriek,Fruit / Vegetable Beer,Breakwater Brewing,1.5,2.0,2.0,1.5,1.75
Oransicle,American Malt Liquor,Minhas Craft Brewery,1.5,1.5,2.0,2.0,1.75
Crown Lager,American Adjunct Lager,Crown Beverages,2.0,2.0,1.5,1.5,1.75
Pub Pils,Czech Pilsener,Desert Edge Brewery,0.0,2.0,3.0,2.0,1.75
Damndeleven,English Bitter,Slippery Pig Brewing,1.5,2.0,2.0,1.5,1.75
Jack Leg Stout,Milk / Sweet Stout,Wallace Brewing / Orehouse Tasting Room,1.0,3.0,1.0,2.0,1.75
Tres Pjedras,Vienna Lager,Triple Rock Brewery & Alehouse,1.5,2.0,1.5,2.0,1.75
Apricot Fred,American Strong Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,1.0,2.0,2.0,2.0,1.75
Barada,American Adjunct Lager,Barada Beer Company,1.5,2.5,1.5,1.5,1.75
Palo Alto Brewing Syrah Barrel Aged Porter,American Porter,Firehouse Grill & Brewery,1.0,2.0,2.0,2.0,1.75
Pike Weisse,Hefeweizen,Pike Pub & Brewery,1.0,3.5,1.5,1.0,1.75
White Water Wheat Beer,American Pale Wheat Ale,Shenandoah Brewing Co.,1.5,1.5,2.0,2.0,1.75
Kuhnhenn Michigan Wit,Witbier,Kuhnhenn Brewing Company,1.0,1.5,3.0,1.5,1.75
St. Wilbur Weizen,Hefeweizen,"Bayern Brewing, Inc.",2.0,2.0,1.5,1.5,1.75
Hektor,Light Lager,Pivovar a Sodovkárna Jihlava,1.5,2.5,1.5,1.5,1.75
Bluetongue Premium Light,American Adjunct Lager,Bluetongue Brewery Pty Ltd,2.0,2.0,1.5,1.5,1.75
Bogemian,Euro Strong Lager,Krasniy Vostok,1.0,1.5,3.0,1.5,1.75
Bohemian Blonde,American Pale Lager,Manayunk Brewery and Restaurant,2.0,1.5,2.0,1.5,1.75
Martens Extra 7.0,Euro Strong Lager,Brouwerij Martens NV,2.0,2.0,1.5,1.5,1.75
Jezebel (Wicked Women Series),Extra Special / Strong Bitter (ESB),Brewster's Brewing Co Ltd,1.0,2.0,3.0,1.0,1.75
English Stout,English Stout,Hermann Brewing Company,1.5,2.5,1.5,1.5,1.75
"Arboga 7,3",Euro Strong Lager,Galatea Spirits,1.5,1.5,2.0,2.0,1.75
El Dorado Premium Pilsener,German Pilsener,Al Ahram Beverages Company,1.5,2.0,2.0,1.5,1.75
Das Braü,German Pilsener,McCoy Brewery & Co,2.5,1.5,1.5,1.5,1.75
Stone's Bitter,English Bitter,William Stones Ltd,1.0,2.5,2.0,1.5,1.75
Goachers Fine Light Ale,English Bitter,P&DJ Goacher,1.5,1.5,2.0,2.0,1.75
Cairns Draught,American Adjunct Lager,"Carlton & United Breweries, Ltd.",1.5,3.0,1.5,1.0,1.75
Rosé,Fruit / Vegetable Beer,Gulpener Bierbrouwerij B.V.,2.0,2.0,2.0,1.0,1.75
Warsteiner Premium Orange,Fruit / Vegetable Beer,Warsteiner Brauerei,2.0,1.5,1.5,2.0,1.75
Prazsky,Czech Pilsener,Pivovary Staropramen,2.0,1.5,1.5,2.0,1.75
